symbol,binance_symbol,events,long_events,short_events,avg_edge_bps,max_edge_bps,max_binance_move_bps,max_mexc_move_bps,min_age_ms,live_spread_bps,live_bid,live_ask
BEAT_USDT,BEATUSDT,40,21,19,15.619193,46.280368,30.464608,15.255533,15.0,15.048909,0.664,0.665
AKE_USDT,AKEUSDT,20,13,7,10.483988,24.160640,6.740216,3.691235,41.0,12.890957,0.0078299,0.00784
BTW_USDT,BTWUSDT,12,3,9,9.230370,16.153288,12.053035,2.014978,46.0,4.348626,0.29888,0.29901
VELVET_USDT,VELVETUSDT,11,7,4,13.882201,31.619048,33.842798,24.777820,34.0,1.071065,0.9336,0.9337
XAI_USDT,XAIUSDT,3,0,3,10.382043,15.132027,15.646540,1.490202,156.0,7.456566,0.006703,0.006708
EDEN_USDT,EDENUSDT,3,1,2,6.932789,7.930802,5.087333,0.000000,261.0,1.693624,0.05904,0.05905
WLFI_USDT,WLFIUSDT,2,0,2,14.591797,14.855465,12.967768,1.851338,19.0,1.852710,0.05397,0.05398
JASMY_USDT,JASMYUSDT,2,0,2,11.015714,11.126051,6.196939,2.479236,98.0,9.918175,0.004031,0.004035
LAYER_USDT,LAYERUSDT,2,0,2,10.762983,13.910140,13.352251,6.673340,44.0,5.010438,0.05986,0.05989
SIREN_USDT,SIRENUSDT,2,1,1,8.108110,10.043235,7.316627,3.659652,52.0,3.648969,0.0274,0.02741
FHE_USDT,FHEUSDT,1,0,1,17.206804,17.206804,5.895647,3.928501,11.0,,,
TRADOOR_USDT,TRADOORUSDT,1,1,0,9.989576,9.989576,5.527261,0.000000,67.0,,,
BANK_USDT,BANKUSDT,1,0,1,9.858074,9.858074,1.355105,0.000000,299.0,,,
RE_USDT,REUSDT,1,1,0,6.044944,6.044944,2.276349,0.000000,307.0,,,
ENA_USDT,ENAUSDT,1,1,0,5.766497,5.766497,7.086754,1.181265,17.0,,,
AAVE_USDT,AAVEUSDT,1,1,0,5.603590,5.603590,2.301628,0.000000,376.0,,,
ADA_USDT,ADAUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,5.499038,0.1818,0.1819
1000BONK_USDT,1000BONKUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ALGO_USDT,ALGOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ALLO_USDT,ALLOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
APE_USDT,APEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
APT_USDT,APTUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ARB_USDT,ARBUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ASTER_USDT,ASTERUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ATOM_USDT,ATOMUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
AVAX_USDT,AVAXUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
BCH_USDT,BCHUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
BILL_USDT,BILLUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
BRETT_USDT,BRETTUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
BSB_USDT,BSBUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
CHIP_USDT,CHIPUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
CHZ_USDT,CHZUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
COAI_USDT,COAIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
CRV_USDT,CRVUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
DASH_USDT,DASHUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
DEXE_USDT,DEXEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
DOGE_USDT,DOGEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
DOT_USDT,DOTUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ESPORTS_USDT,ESPORTSUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ETHFI_USDT,ETHFIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
EVAA_USDT,EVAAUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
FARTCOIN_USDT,FARTCOINUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
FET_USDT,FETUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
FOLKS_USDT,FOLKSUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
GALA_USDT,GALAUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
GOAT_USDT,GOATUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
HBAR_USDT,HBARUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
HYPE_USDT,HYPEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ICP_USDT,ICPUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
INJ_USDT,INJUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
JUP_USDT,JUPUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
KAS_USDT,KASUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LAB_USDT,LABUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LDO_USDT,LDOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LIGHT_USDT,LIGHTUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LINK_USDT,LINKUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LTC_USDT,LTCUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LYN_USDT,LYNUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
MEGA_USDT,MEGAUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
MYX_USDT,MYXUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
NEAR_USDT,NEARUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ONDO_USDT,ONDOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
OP_USDT,OPUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ORDI_USDT,ORDIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
PENGU_USDT,PENGUUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
PIPPIN_USDT,PIPPINUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
PNUT_USDT,PNUTUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
POL_USDT,POLUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
POWER_USDT,POWERUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
PYTH_USDT,PYTHUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
RAVE_USDT,RAVEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
RENDER_USDT,RENDERUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
RIVER_USDT,RIVERUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
SEI_USDT,SEIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
SKYAI_USDT,SKYAIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
SOL_USDT,SOLUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
STO_USDT,STOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
SUI_USDT,SUIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
SYN_USDT,SYNUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
TAO_USDT,TAOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
TIA_USDT,TIAUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
UNI_USDT,UNIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
VIRTUAL_USDT,VIRTUALUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
VVV_USDT,VVVUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
WIF_USDT,WIFUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
WLD_USDT,WLDUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
XLM_USDT,XLMUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
XPL_USDT,XPLUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
XRP_USDT,XRPUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ZEC_USDT,ZECUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ZRO_USDT,ZROUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
