symbol,binance_symbol,events,long_events,short_events,avg_edge_bps,max_edge_bps,max_binance_move_bps,max_mexc_move_bps,min_age_ms,live_spread_bps,live_bid,live_ask
POWER_USDT,POWERUSDT,1,0,1,1.895518,1.895518,0.586149,0.000000,307.0,4.689332,0.08528,0.08532
LINK_USDT,LINKUSDT,1,1,0,1.091875,1.091875,3.194548,1.064906,9.0,,,
DOT_USDT,DOTUSDT,1,0,1,1.062779,1.062779,1.297690,0.000000,37.0,,,
TAO_USDT,TAOUSDT,1,1,0,0.918137,0.918137,1.013916,0.000000,311.0,,,
ORDI_USDT,ORDIUSDT,1,0,1,0.876637,0.876637,2.945508,0.000000,262.0,,,
1000BONK_USDT,1000BONKUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
AAVE_USDT,AAVEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ADA_USDT,ADAUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ALGO_USDT,ALGOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ALLO_USDT,ALLOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
APE_USDT,APEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ARB_USDT,ARBUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ASTER_USDT,ASTERUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ATOM_USDT,ATOMUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
AVAX_USDT,AVAXUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
BCH_USDT,BCHUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
BILL_USDT,BILLUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
BRETT_USDT,BRETTUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
BSB_USDT,BSBUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
CHIP_USDT,CHIPUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
CHZ_USDT,CHZUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
COAI_USDT,COAIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
DASH_USDT,DASHUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
DEXE_USDT,DEXEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
DOGE_USDT,DOGEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ETHFI_USDT,ETHFIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
FARTCOIN_USDT,FARTCOINUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
FET_USDT,FETUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
FHE_USDT,FHEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
GALA_USDT,GALAUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
GOAT_USDT,GOATUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
HBAR_USDT,HBARUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ICP_USDT,ICPUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
JASMY_USDT,JASMYUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
JUP_USDT,JUPUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
KAS_USDT,KASUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LAB_USDT,LABUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LAYER_USDT,LAYERUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LDO_USDT,LDOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LIGHT_USDT,LIGHTUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LTC_USDT,LTCUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
LYN_USDT,LYNUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
MEGA_USDT,MEGAUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
NEAR_USDT,NEARUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ONDO_USDT,ONDOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
OP_USDT,OPUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
PENGU_USDT,PENGUUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
PIPPIN_USDT,PIPPINUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
PNUT_USDT,PNUTUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
POL_USDT,POLUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
PYTH_USDT,PYTHUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
RAVE_USDT,RAVEUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
RENDER_USDT,RENDERUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
RE_USDT,REUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
RIVER_USDT,RIVERUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
SEI_USDT,SEIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
SIREN_USDT,SIRENUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
SOL_USDT,SOLUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
STO_USDT,STOUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
SUI_USDT,SUIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
SYN_USDT,SYNUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
TIA_USDT,TIAUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
TRADOOR_USDT,TRADOORUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
UNI_USDT,UNIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
VIRTUAL_USDT,VIRTUALUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
VVV_USDT,VVVUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
WIF_USDT,WIFUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
WLD_USDT,WLDUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
WLFI_USDT,WLFIUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
XPL_USDT,XPLUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ZEC_USDT,ZECUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
ZRO_USDT,ZROUSDT,0,0,0,0.000000,0.000000,0.000000,0.000000,,,,
